State	County	City	City Type	 Population 	 electricity (kWh) 	 Nat. Gas (cu.ft.) 	 FUELOIL (gallons) 	 Vehicle miles traveled 	 Transport (tCO2e/yr) 	 Housing (tCO2e/yr) 	 Food (tCO2e/yr) 	Goods (tCO2e/yr)	Services (tCO2e/yr)	Total Household Carbon Footprint (tCO2e/yr)	 Households 	 Total City Carbon Footprint (tCO2e/yr) 								
IA	MITCHELL	SAINT ANSGAR	 small 	" 2,304 "	" 11,595 "	" 54,301 "	 46 	" 29,781 "	 20 	 18 	 8 	 5 	 5 	 55 	 957 	" 52,679 "								
NJ	MONMOUTH	BRIELLE	 small 	" 4,893 "	" 11,654 "	" 78,043 "	 67 	" 23,796 "	 17 	 15 	 8 	 7 	 8 	 55 	" 2,123 "	" 116,864 "								
ND	SHERIDAN	MARTIN	 small 	 300 	" 10,968 "	" 20,644 "	 118 	" 35,049 "	 23 	 16 	 7 	 4 	 5 	 55 	 136 	" 7,486 "								
MI	IONIA	MUIR	 small 	" 1,398 "	" 12,008 "	" 51,652 "	 81 	" 28,172 "	 19 	 18 	 8 	 5 	 5 	 55 	 540 	" 29,726 "								
MT	POWDER RIVER	OLIVE	 small 	 135 	" 10,442 "	" 29,043 "	 -   	" 40,605 "	 26 	 10 	 9 	 5 	 5 	 55 	 64 	" 3,523 "								
OH	COLUMBIANA	LEETONIA	 small 	" 4,961 "	" 11,764 "	" 47,159 "	 117 	" 27,593 "	 19 	 17 	 8 	 5 	 6 	 55 	" 1,916 "	" 105,473 "								
MO	LINCOLN	MOSCOW MILLS	 small 	" 4,380 "	" 11,743 "	" 26,961 "	 0 	" 27,475 "	 19 	 16 	 9 	 6 	 6 	 55 	" 1,634 "	" 89,949 "								
VA	FREDERICK	MIDDLETOWN	 small 	" 2,921 "	" 12,503 "	" 30,479 "	 145 	" 33,723 "	 22 	 14 	 8 	 5 	 6 	 55 	" 1,247 "	" 68,646 "								
KS	DICKINSON	HOPE	 small 	" 1,051 "	" 13,617 "	" 47,474 "	 7 	" 28,131 "	 19 	 20 	 7 	 4 	 5 	 55 	 473 	" 26,039 "								
MI	BERRIEN	BRIDGMAN	 small 	" 4,942 "	" 12,311 "	" 61,910 "	 30 	" 25,628 "	 18 	 18 	 7 	 6 	 6 	 55 	" 2,202 "	" 121,225 "								
WI	DODGE	WATERTOWN	 small 	" 11,586 "	" 10,426 "	" 62,266 "	 30 	" 28,745 "	 19 	 16 	 8 	 5 	 6 	 55 	" 10,935 "	" 601,997 "								
AL	BLOUNT	CLEVELAND	 small 	" 3,223 "	" 13,637 "	" 28,013 "	 1 	" 31,927 "	 21 	 15 	 8 	 5 	 6 	 55 	" 1,305 "	" 71,844 "								
WI	CLARK	DORCHESTER	 small 	" 1,955 "	" 10,304 "	" 44,234 "	 135 	" 29,236 "	 19 	 17 	 8 	 5 	 5 	 55 	 738 	" 40,632 "								
IL	GREENE	GREENFIELD	 small 	" 2,088 "	" 12,451 "	" 56,720 "	 4 	" 28,904 "	 19 	 19 	 8 	 5 	 5 	 55 	 885 	" 48,726 "								
TN	HUMPHREYS	HURRICANE MILLS	 small 	 714 	" 15,642 "	" 33,047 "	 11 	" 28,063 "	 19 	 17 	 8 	 6 	 6 	 55 	 338 	" 18,610 "								
MA	NORFOLK	CANTON	 small 	" 20,615 "	" 8,954 "	" 51,418 "	 277 	" 26,090 "	 19 	 14 	 8 	 7 	 8 	 55 	" 8,161 "	" 449,343 "								
CA	ALAMEDA	NEWARK	 small 	" 42,471 "	" 7,273 "	" 42,916 "	 0 	" 30,686 "	 21 	 8 	 10 	 7 	 8 	 55 	" 13,150 "	" 724,040 "								
MD	CECIL	PORT DEPOSIT	 small 	" 6,680 "	" 11,557 "	" 24,461 "	 299 	" 29,615 "	 20 	 14 	 8 	 6 	 7 	 55 	" 2,642 "	" 145,470 "								
MN	BLUE EARTH	AMBOY	 small 	" 1,250 "	" 11,933 "	" 50,368 "	 55 	" 29,661 "	 20 	 18 	 7 	 5 	 5 	 55 	 562 	" 30,944 "								
PA	ERIE	FAIRVIEW	 small 	" 7,950 "	" 14,302 "	" 79,785 "	 24 	" 25,861 "	 18 	 16 	 8 	 6 	 7 	 55 	" 2,901 "	" 159,732 "								
IA	CLINTON	LOW MOOR	 small 	 249 	" 12,912 "	" 70,860 "	 -   	" 26,058 "	 18 	 19 	 7 	 5 	 6 	 55 	 106 	" 5,837 "								
NE	CUMING	WISNER	 small 	" 1,893 "	" 13,282 "	" 51,394 "	 48 	" 28,877 "	 19 	 19 	 7 	 5 	 5 	 55 	 841 	" 46,310 "								
AR	BENTON	LOWELL	 small 	" 9,540 "	" 13,648 "	" 38,049 "	 -   	" 26,565 "	 18 	 17 	 8 	 5 	 6 	 55 	" 3,927 "	" 216,246 "								
NE	DOUGLAS	VALLEY	 small 	" 3,222 "	" 13,516 "	" 51,429 "	 15 	" 26,666 "	 18 	 19 	 7 	 5 	 6 	 55 	" 1,488 "	" 81,939 "								
OK	TEXAS	GUYMON	 small 	" 12,169 "	" 13,567 "	" 47,731 "	 -   	" 27,500 "	 18 	 18 	 8 	 5 	 5 	 55 	" 4,636 "	" 255,291 "								
WY	GOSHEN	LINGLE	 small 	" 1,094 "	" 11,094 "	" 55,597 "	 -   	" 29,499 "	 20 	 18 	 8 	 5 	 5 	 55 	 518 	" 28,525 "								
IL	KANKAKEE	MANTENO	 small 	" 8,946 "	" 11,476 "	" 58,911 "	 2 	" 27,860 "	 19 	 16 	 8 	 6 	 6 	 55 	" 3,611 "	" 198,852 "								
IN	KOSCIUSKO	PIERCETON	 small 	" 4,271 "	" 12,726 "	" 44,091 "	 21 	" 29,049 "	 19 	 17 	 8 	 5 	 6 	 55 	" 1,730 "	" 95,270 "								
SD	PENNINGTON	NEW UNDERWOOD	 small 	" 1,123 "	" 9,900 "	" 25,333 "	 17 	" 35,946 "	 23 	 14 	 8 	 5 	 5 	 55 	 452 	" 24,892 "								
IN	CLINTON	COLFAX	 small 	" 1,210 "	" 11,155 "	" 23,100 "	 56 	" 32,720 "	 22 	 15 	 8 	 5 	 6 	 55 	 477 	" 26,270 "								
OH	HAMILTON	CLEVES	 small 	" 11,930 "	" 11,418 "	" 35,950 "	 105 	" 27,125 "	 19 	 16 	 8 	 6 	 6 	 55 	" 4,450 "	" 245,083 "								
CT	NEW LONDON	QUAKER HILL	 small 	" 3,342 "	" 7,011 "	" 19,760 "	 767 	" 25,929 "	 18 	 17 	 7 	 6 	 7 	 55 	" 1,200 "	" 66,090 "								
SC	RICHLAND	IRMO	 small 	" 23,752 "	" 13,661 "	" 31,594 "	 6 	" 29,096 "	 20 	 13 	 9 	 6 	 7 	 55 	" 8,830 "	" 486,317 "								
NE	WAYNE	WINSIDE	 small 	 831 	" 13,522 "	" 59,994 "	 40 	" 28,512 "	 19 	 20 	 8 	 4 	 5 	 55 	 347 	" 19,112 "								
IL	PIKE	CHAMBERSBURG	 small 	 294 	" 12,034 "	" 40,793 "	 9 	" 31,825 "	 21 	 18 	 7 	 5 	 5 	 55 	 144 	" 7,932 "								
OH	WOOD	WESTON	 small 	" 2,838 "	" 12,665 "	" 55,663 "	 3 	" 28,374 "	 19 	 17 	 8 	 5 	 6 	 55 	" 1,119 "	" 61,636 "								
KS	HARVEY	HESSTON	 small 	" 4,079 "	" 12,925 "	" 49,434 "	 -   	" 24,438 "	 17 	 19 	 8 	 5 	 6 	 55 	" 1,499 "	" 82,569 "								
GA	HALL	LULA	 small 	" 5,875 "	" 12,364 "	" 31,725 "	 5 	" 32,507 "	 22 	 14 	 8 	 5 	 6 	 55 	" 2,291 "	" 126,203 "								
OH	OTTAWA	ELMORE	 small 	" 2,930 "	" 12,703 "	" 56,720 "	 38 	" 27,265 "	 18 	 18 	 8 	 5 	 6 	 55 	" 1,196 "	" 65,884 "								
MO	NODAWAY	BARNARD	 small 	 787 	" 12,537 "	" 33,490 "	 28 	" 30,222 "	 20 	 18 	 8 	 5 	 5 	 55 	 335 	" 18,454 "								
TX	TRAVIS	SPICEWOOD	 small 	" 5,527 "	" 12,592 "	" 23,511 "	 3 	" 30,251 "	 21 	 13 	 7 	 6 	 7 	 55 	" 3,022 "	" 166,475 "								
CT	WINDHAM	WOODSTOCK VALLEY	 small 	" 1,261 "	" 8,705 "	" 21,296 "	 559 	" 27,450 "	 19 	 15 	 8 	 6 	 7 	 55 	 541 	" 29,805 "								
IA	DUBUQUE	DYERSVILLE	 small 	" 5,403 "	" 12,079 "	" 66,066 "	 23 	" 26,709 "	 18 	 19 	 8 	 5 	 6 	 55 	" 2,126 "	" 117,126 "								
TX	GUADALUPE	SCHERTZ	 small 	" 17,633 "	" 12,927 "	" 26,297 "	 -   	" 30,025 "	 21 	 13 	 8 	 6 	 7 	 55 	" 6,663 "	" 367,090 "								
IN	WHITLEY	SOUTH WHITLEY	 small 	" 3,906 "	" 12,747 "	" 53,964 "	 42 	" 27,877 "	 19 	 18 	 8 	 5 	 6 	 55 	" 1,573 "	" 86,664 "								
ND	CASS	LEONARD	 small 	 603 	" 10,866 "	" 19,669 "	 116 	" 34,524 "	 23 	 16 	 7 	 5 	 5 	 55 	 270 	" 14,876 "								
IL	PERRY	TAMAROA	 small 	" 2,163 "	" 12,534 "	" 40,930 "	 1 	" 29,865 "	 20 	 18 	 8 	 5 	 5 	 55 	 929 	" 51,185 "								
OH	HENRY	DESHLER	 small 	" 3,070 "	" 12,206 "	" 56,094 "	 23 	" 28,250 "	 19 	 17 	 8 	 5 	 6 	 55 	" 1,225 "	" 67,494 "								
MN	FREEBORN	HAYWARD	 small 	 479 	" 12,032 "	" 53,902 "	 47 	" 27,950 "	 19 	 18 	 7 	 5 	 6 	 55 	 202 	" 11,130 "								
IA	MARION	COLUMBIA	 small 	 217 	" 9,745 "	" 25,213 "	 -   	" 36,442 "	 24 	 13 	 8 	 5 	 5 	 55 	 88 	" 4,849 "								
IL	EDWARDS	BROWNS	 small 	 345 	" 13,441 "	" 49,510 "	 -   	" 28,980 "	 19 	 19 	 7 	 5 	 5 	 55 	 154 	" 8,485 "								
MA	HAMPSHIRE	BELCHERTOWN	 small 	" 13,017 "	" 7,506 "	" 21,795 "	 547 	" 29,962 "	 20 	 14 	 8 	 6 	 7 	 55 	" 5,065 "	" 279,084 "								
KS	CRAWFORD	GIRARD	 small 	" 4,285 "	" 13,202 "	" 47,859 "	 -   	" 27,086 "	 18 	 19 	 7 	 5 	 5 	 55 	" 1,842 "	" 101,496 "								
AL	SAINT CLAIR	ODENVILLE	 small 	" 7,427 "	" 14,570 "	" 31,405 "	 5 	" 32,019 "	 21 	 16 	 8 	 5 	 5 	 55 	" 2,974 "	" 163,872 "								
PA	MONTGOMERY	FLOURTOWN	 small 	" 4,724 "	" 12,496 "	" 69,600 "	 123 	" 24,024 "	 17 	 16 	 7 	 7 	 8 	 55 	" 1,800 "	" 99,185 "								
IA	FAYETTE	RANDALIA	 small 	 256 	" 10,475 "	" 28,357 "	 69 	" 31,626 "	 21 	 15 	 8 	 5 	 6 	 55 	 110 	" 6,061 "								
CA	SONOMA	VALLEY FORD	 small 	 60 	" 6,298 "	" 29,905 "	 -   	" 41,604 "	 27 	 8 	 9 	 5 	 6 	 55 	 21 	" 1,157 "								
ND	DUNN	MANNING	 small 	 402 	" 10,965 "	" 23,955 "	 19 	" 35,146 "	 23 	 15 	 9 	 4 	 5 	 55 	 158 	" 8,706 "								
TX	ELLIS	ITALY	 small 	" 3,242 "	" 14,538 "	" 30,583 "	 -   	" 30,980 "	 21 	 14 	 9 	 5 	 6 	 55 	" 1,241 "	" 68,384 "								
AL	MOBILE	CHUNCHULA	 small 	" 4,515 "	" 14,897 "	" 27,508 "	 2 	" 31,910 "	 21 	 16 	 8 	 5 	 5 	 55 	" 1,742 "	" 95,992 "								
PA	ALLEGHENY	CRESCENT	 small 	" 2,242 "	" 12,508 "	" 77,297 "	 21 	" 23,601 "	 16 	 19 	 8 	 6 	 6 	 55 	 896 	" 49,374 "								
WV	RALEIGH	SLAB FORK	 small 	 202 	" 14,232 "	" 55,899 "	 -   	" 29,301 "	 19 	 18 	 8 	 5 	 5 	 55 	 84 	" 4,629 "								
MN	LE SUEUR	MONTGOMERY	 small 	" 4,379 "	" 11,719 "	" 63,227 "	 27 	" 27,357 "	 18 	 18 	 8 	 5 	 6 	 55 	" 1,703 "	" 93,844 "								
CA	SAN DIEGO	DEL MAR	 small 	" 13,938 "	" 7,944 "	" 36,795 "	 -   	" 27,092 "	 21 	 9 	 7 	 9 	 11 	 55 	" 6,714 "	" 369,978 "								
IA	BOONE	PILOT MOUND	 small 	 420 	" 10,779 "	" 53,738 "	 -   	" 33,782 "	 22 	 16 	 7 	 5 	 5 	 55 	 185 	" 10,195 "								
WY	LARAMIE	ALBIN	 small 	 259 	" 9,162 "	" 25,161 "	 -   	" 33,593 "	 22 	 14 	 8 	 5 	 5 	 55 	 120 	" 6,613 "								
NE	DAWSON	LEXINGTON	 small 	" 11,970 "	" 12,164 "	" 50,692 "	 4 	" 27,195 "	 18 	 17 	 9 	 5 	 5 	 55 	" 4,072 "	" 224,403 "								
NY	PUTNAM	BREWSTER	 small 	" 18,913 "	" 7,637 "	" 21,201 "	 420 	" 27,303 "	 20 	 12 	 8 	 7 	 8 	 55 	" 6,881 "	" 379,209 "								
MI	BAY	PINCONNING	 small 	" 7,587 "	" 11,406 "	" 48,978 "	 49 	" 29,121 "	 19 	 17 	 8 	 5 	 6 	 55 	" 3,129 "	" 172,440 "								
IN	POSEY	MOUNT VERNON	 small 	" 14,158 "	" 13,326 "	" 47,061 "	 10 	" 28,392 "	 19 	 17 	 8 	 5 	 6 	 55 	" 5,921 "	" 326,310 "								
IL	FORD	PAXTON	 small 	" 5,680 "	" 11,973 "	" 67,021 "	 6 	" 27,086 "	 18 	 19 	 7 	 5 	 5 	 55 	" 2,326 "	" 128,192 "								
MN	WASHINGTON	WILLERNIE	 small 	 390 	" 11,794 "	" 75,719 "	 50 	" 24,659 "	 17 	 19 	 7 	 5 	 6 	 55 	 157 	" 8,653 "								
NE	FRONTIER	STOCKVILLE	 small 	 49 	" 11,124 "	" 24,252 "	 -   	" 36,780 "	 24 	 15 	 6 	 5 	 5 	 55 	 27 	" 1,488 "								
PA	LANCASTER	BAINBRIDGE	 small 	" 2,466 "	" 10,919 "	" 21,730 "	 451 	" 28,247 "	 19 	 16 	 8 	 6 	 6 	 55 	 917 	" 50,544 "								
TX	HARRIS	SEABROOK	 small 	" 18,802 "	" 14,012 "	" 30,633 "	 -   	" 27,339 "	 19 	 14 	 7 	 7 	 8 	 55 	" 8,417 "	" 463,949 "								
NE	SHERMAN	LITCHFIELD	 small 	 587 	" 12,167 "	" 52,475 "	 -   	" 32,333 "	 21 	 17 	 7 	 4 	 5 	 55 	 277 	" 15,269 "								
MD	ANNE ARUNDEL	ODENTON	 small 	" 20,984 "	" 13,329 "	" 49,819 "	 38 	" 26,560 "	 19 	 14 	 8 	 7 	 8 	 55 	" 8,195 "	" 451,721 "								
OH	ASHTABULA	AUSTINBURG	 small 	" 1,764 "	" 11,987 "	" 29,836 "	 220 	" 25,756 "	 18 	 18 	 8 	 5 	 6 	 55 	 716 	" 39,467 "								
MO	FRANKLIN	WASHINGTON	 small 	" 20,995 "	" 11,957 "	" 25,697 "	 70 	" 26,546 "	 18 	 17 	 8 	 6 	 6 	 55 	" 8,283 "	" 456,579 "								
OH	PREBLE	WEST MANCHESTER	 small 	" 1,254 "	" 12,884 "	" 50,138 "	 105 	" 27,511 "	 18 	 18 	 8 	 5 	 5 	 55 	 485 	" 26,735 "								
UT	WASHINGTON	DAMMERON VALLEY	 small 	 648 	" 12,979 "	" 42,115 "	 -   	" 32,779 "	 22 	 12 	 9 	 6 	 7 	 55 	 264 	" 14,553 "								
IN	LAKE	HOBART	 small 	" 29,253 "	" 13,022 "	" 69,197 "	 4 	" 25,580 "	 18 	 18 	 8 	 5 	 6 	 55 	" 11,894 "	" 655,649 "								
IL	COOK	THORNTON	 small 	" 2,601 "	" 12,075 "	" 81,114 "	 -   	" 25,333 "	 17 	 18 	 8 	 5 	 6 	 55 	" 1,040 "	" 57,329 "								
PA	LUZERNE	SUGARLOAF	 small 	" 3,622 "	" 11,276 "	" 25,913 "	 330 	" 29,504 "	 20 	 15 	 8 	 6 	 7 	 55 	" 1,481 "	" 81,640 "								
MI	WAYNE	ALLEN PARK	 small 	" 29,587 "	" 11,905 "	" 80,718 "	 0 	" 23,280 "	 16 	 19 	 7 	 6 	 7 	 55 	" 12,347 "	" 680,636 "								
KY	HENRY	PLEASUREVILLE	 small 	" 3,364 "	" 14,511 "	" 33,353 "	 20 	" 30,213 "	 20 	 16 	 8 	 5 	 6 	 55 	" 1,408 "	" 77,617 "								
MN	FILLMORE	SPRING VALLEY	 small 	" 4,834 "	" 12,216 "	" 56,917 "	 27 	" 27,995 "	 19 	 18 	 8 	 5 	 6 	 55 	" 2,003 "	" 110,419 "								
TX	MOORE	SUNRAY	 small 	" 2,125 "	" 12,794 "	" 50,887 "	 -   	" 29,223 "	 19 	 17 	 9 	 5 	 5 	 55 	 840 	" 46,307 "								
IL	HANCOCK	ELVASTON	 small 	 151 	" 13,333 "	" 70,584 "	 -   	" 26,988 "	 18 	 20 	 7 	 5 	 5 	 55 	 70 	" 3,859 "								
LA	LAFOURCHE	MATHEWS	 small 	 79 	" 17,867 "	" 27,873 "	 -   	" 33,739 "	 22 	 15 	 7 	 5 	 6 	 55 	 34 	" 1,874 "								
WV	MARION	FOUR STATES	 small 	 146 	" 16,227 "	" 59,706 "	 -   	" 29,053 "	 18 	 20 	 8 	 4 	 4 	 55 	 64 	" 3,528 "								
TX	BAILEY	MAPLE	 small 	 182 	" 10,727 "	" 24,740 "	 -   	" 30,257 "	 21 	 14 	 9 	 6 	 6 	 55 	 83 	" 4,576 "								
KY	HANCOCK	LEWISPORT	 small 	" 3,634 "	" 16,447 "	" 44,220 "	 -   	" 28,850 "	 19 	 18 	 8 	 5 	 5 	 55 	" 1,578 "	" 87,003 "								
OH	WARREN	LEBANON	 small 	" 30,784 "	" 12,007 "	" 43,018 "	 62 	" 25,756 "	 18 	 17 	 8 	 6 	 7 	 55 	" 9,929 "	" 547,447 "								
IL	MASON	KILBOURNE	 small 	 622 	" 13,184 "	" 51,169 "	 31 	" 27,929 "	 18 	 19 	 7 	 5 	 5 	 55 	 270 	" 14,887 "								
NJ	CAMDEN	HADDONFIELD	 small 	" 16,531 "	" 11,542 "	" 69,363 "	 173 	" 21,770 "	 16 	 16 	 7 	 7 	 8 	 55 	" 6,865 "	" 378,521 "								
NE	SAUNDERS	MORSE BLUFF	 small 	 443 	" 11,886 "	" 23,605 "	 33 	" 33,186 "	 22 	 16 	 7 	 5 	 5 	 55 	 200 	" 11,028 "								
IL	COOK	ROLLING MEADOWS	 small 	" 23,318 "	" 11,308 "	" 67,898 "	 0 	" 23,662 "	 17 	 17 	 8 	 6 	 7 	 55 	" 8,675 "	" 478,357 "								
MO	FRANKLIN	BERGER	 small 	 840 	" 12,633 "	" 29,932 "	 51 	" 29,133 "	 19 	 18 	 8 	 5 	 5 	 55 	 364 	" 20,072 "								
MO	GREENE	WALNUT GROVE	 small 	" 2,753 "	" 13,035 "	" 30,804 "	 6 	" 30,040 "	 20 	 18 	 8 	 5 	 5 	 55 	" 1,132 "	" 62,425 "								
AR	BENTON	MAYSVILLE	 small 	 177 	" 12,704 "	" 25,490 "	 -   	" 32,000 "	 21 	 16 	 9 	 5 	 5 	 55 	 66 	" 3,640 "								
CO	PITKIN	WOODY CREEK	 small 	 404 	" 10,183 "	" 69,366 "	 -   	" 27,086 "	 19 	 18 	 6 	 5 	 6 	 55 	 238 	" 13,125 "								
WV	KANAWHA	TORNADO	 small 	" 1,254 "	" 14,334 "	" 42,446 "	 10 	" 27,882 "	 19 	 18 	 8 	 5 	 5 	 55 	 495 	" 27,299 "								
VA	AMHERST	MONROE	 small 	" 3,687 "	" 12,179 "	" 25,448 "	 155 	" 29,677 "	 20 	 17 	 8 	 5 	 6 	 55 	" 1,514 "	" 83,500 "								
PA	YORK	GLEN ROCK	 small 	" 7,128 "	" 12,040 "	" 39,266 "	 284 	" 29,646 "	 20 	 15 	 8 	 5 	 6 	 55 	" 2,831 "	" 156,137 "								
OH	WILLIAMS	EDGERTON	 small 	" 3,759 "	" 12,308 "	" 51,330 "	 53 	" 26,940 "	 18 	 17 	 8 	 5 	 6 	 55 	" 1,469 "	" 81,020 "								
NE	RED WILLOW	INDIANOLA	 small 	" 1,064 "	" 13,186 "	" 55,453 "	 4 	" 30,280 "	 20 	 19 	 7 	 4 	 5 	 55 	 500 	" 27,577 "								
VT	CHITTENDEN	ESSEX JUNCTION	 small 	" 18,490 "	" 8,776 "	" 56,531 "	 310 	" 28,003 "	 20 	 14 	 8 	 6 	 7 	 55 	" 7,109 "	" 392,089 "								
MI	SAINT CLAIR	MARYSVILLE	 small 	" 9,684 "	" 11,377 "	" 71,265 "	 1 	" 25,972 "	 18 	 18 	 7 	 6 	 6 	 55 	" 4,180 "	" 230,546 "								
NY	WESTCHESTER	HASTINGS ON HUDSON	 small 	" 9,187 "	" 8,221 "	" 52,348 "	 260 	" 21,769 "	 17 	 12 	 8 	 8 	 10 	 55 	" 3,703 "	" 204,241 "								
IN	RANDOLPH	FARMLAND	 small 	" 3,205 "	" 12,080 "	" 40,171 "	 37 	" 30,827 "	 21 	 16 	 8 	 5 	 6 	 55 	" 1,313 "	" 72,419 "								
WA	WHITMAN	THORNTON	 small 	 214 	" 13,194 "	" 23,253 "	 252 	" 36,286 "	 23 	 15 	 8 	 5 	 5 	 55 	 92 	" 5,074 "								
LA	GRANT	DRY PRONG	 small 	" 4,704 "	" 15,018 "	" 28,611 "	 1 	" 28,999 "	 19 	 18 	 8 	 5 	 5 	 55 	" 2,020 "	" 111,415 "								
IN	PUTNAM	REELSVILLE	 small 	" 1,679 "	" 11,666 "	" 19,695 "	 134 	" 31,000 "	 21 	 16 	 8 	 5 	 6 	 55 	 680 	" 37,506 "								
SD	CUSTER	BUFFALO GAP	 small 	 412 	" 9,315 "	" 23,517 "	 31 	" 38,704 "	 25 	 14 	 7 	 4 	 5 	 55 	 211 	" 11,638 "								
UT	WASHINGTON	ENTERPRISE	 small 	" 1,472 "	" 17,130 "	" 53,028 "	 41 	" 29,478 "	 19 	 15 	 11 	 5 	 5 	 55 	 524 	" 28,903 "								
OH	PREBLE	VERONA	 small 	 363 	" 14,266 "	" 64,020 "	 17 	" 24,708 "	 17 	 19 	 8 	 5 	 6 	 55 	 145 	" 7,998 "								
NJ	ESSEX	VERONA	 small 	" 13,948 "	" 10,152 "	" 72,028 "	 196 	" 22,096 "	 17 	 16 	 7 	 7 	 9 	 55 	" 5,948 "	" 328,087 "								
IL	COOK	DOLTON	 small 	" 25,567 "	" 12,567 "	" 91,282 "	 0 	" 20,933 "	 15 	 20 	 9 	 6 	 6 	 55 	" 8,919 "	" 491,968 "								
MA	ESSEX	MARBLEHEAD	 small 	" 20,377 "	" 8,527 "	" 54,254 "	 350 	" 24,185 "	 18 	 14 	 7 	 7 	 9 	 55 	" 8,906 "	" 491,252 "								
MO	CAPE GIRARDEAU	OLD APPLETON	 small 	 115 	" 14,583 "	" 39,980 "	 -   	" 24,999 "	 17 	 20 	 8 	 5 	 6 	 55 	 54 	" 2,979 "								
IL	WHITESIDE	PROPHETSTOWN	 small 	" 3,518 "	" 12,819 "	" 60,624 "	 17 	" 28,959 "	 19 	 18 	 7 	 5 	 5 	 55 	" 1,460 "	" 80,537 "								
KS	SMITH	ATHOL	 small 	 201 	" 11,780 "	" 25,619 "	 13 	" 33,492 "	 22 	 17 	 7 	 4 	 5 	 55 	 90 	" 4,965 "								
ND	PEMBINA	NECHE	 small 	 638 	" 10,793 "	" 14,923 "	 238 	" 29,278 "	 20 	 17 	 8 	 5 	 6 	 55 	 272 	" 15,004 "								
FL	HILLSBOROUGH	LITHIA	 small 	" 8,527 "	" 15,229 "	" 16,683 "	 8 	" 30,106 "	 20 	 14 	 9 	 6 	 6 	 55 	" 3,209 "	" 177,023 "								
NJ	MONMOUTH	MANASQUAN	 small 	" 12,946 "	" 11,752 "	" 78,680 "	 73 	" 22,299 "	 17 	 15 	 8 	 7 	 8 	 55 	" 6,181 "	" 340,975 "								
NC	CABARRUS	MIDLAND	 small 	" 5,263 "	" 12,612 "	" 25,200 "	 130 	" 32,294 "	 22 	 13 	 8 	 6 	 6 	 55 	" 2,092 "	" 115,408 "								
IL	DUPAGE	BENSENVILLE	 small 	" 22,404 "	" 10,664 "	" 60,668 "	 2 	" 25,032 "	 18 	 16 	 9 	 6 	 7 	 55 	" 7,720 "	" 425,887 "								
NE	COLFAX	HOWELLS	 small 	" 1,218 "	" 11,731 "	" 17,501 "	 207 	" 30,582 "	 20 	 18 	 8 	 5 	 5 	 55 	 520 	" 28,687 "								
OH	FAIRFIELD	MILLERSPORT	 small 	" 3,358 "	" 12,102 "	" 54,329 "	 37 	" 27,581 "	 19 	 17 	 7 	 6 	 6 	 55 	" 1,631 "	" 89,980 "								
WI	CHIPPEWA	CADOTT	 small 	" 4,409 "	" 9,899 "	" 34,515 "	 106 	" 32,324 "	 21 	 15 	 8 	 5 	 5 	 55 	" 1,693 "	" 93,404 "								
IA	WOODBURY	HORNICK	 small 	 964 	" 10,267 "	" 24,574 "	 71 	" 32,700 "	 22 	 15 	 8 	 5 	 6 	 55 	 406 	" 22,399 "								
MN	MCLEOD	WINSTED	 small 	" 2,636 "	" 12,956 "	" 57,386 "	 43 	" 25,749 "	 18 	 19 	 8 	 5 	 6 	 55 	" 1,032 "	" 56,938 "								
KY	GREENUP	RUSSELL	 small 	" 4,574 "	" 15,168 "	" 54,628 "	 -   	" 24,751 "	 17 	 19 	 7 	 5 	 6 	 55 	" 2,040 "	" 112,552 "								
IA	PAGE	ESSEX	 small 	" 1,620 "	" 11,535 "	" 51,806 "	 44 	" 30,206 "	 20 	 17 	 8 	 5 	 5 	 55 	 712 	" 39,283 "								
ME	YORK	BERWICK	 small 	" 6,338 "	" 7,572 "	" 20,988 "	 662 	" 29,971 "	 20 	 15 	 8 	 5 	 6 	 55 	" 2,406 "	" 132,753 "								
NE	MORRILL	BAYARD	 small 	" 2,503 "	" 12,018 "	" 50,003 "	 8 	" 30,564 "	 20 	 18 	 8 	 4 	 5 	 55 	" 1,119 "	" 61,742 "								
IL	CUMBERLAND	JEWETT	 small 	 572 	" 11,760 "	" 25,465 "	 -   	" 30,383 "	 20 	 16 	 8 	 5 	 6 	 55 	 230 	" 12,691 "								
SD	CHARLES MIX	PICKSTOWN	 small 	 176 	" 9,928 "	" 12,996 "	 287 	" 29,235 "	 20 	 16 	 7 	 6 	 7 	 55 	 91 	" 5,021 "								
IA	KOSSUTH	WHITTEMORE	 small 	 979 	" 12,049 "	" 60,029 "	 18 	" 29,959 "	 20 	 18 	 7 	 5 	 5 	 55 	 431 	" 23,783 "								
MO	ANDREW	BOLCKOW	 small 	 604 	" 12,322 "	" 37,547 "	 8 	" 30,705 "	 20 	 17 	 8 	 5 	 5 	 55 	 243 	" 13,409 "								
PA	NORTHUMBERLAND	LECK KILL	 small 	 275 	" 11,351 "	" 20,875 "	 453 	" 31,319 "	 21 	 16 	 8 	 5 	 5 	 55 	 119 	" 6,567 "								
IN	STARKE	ORA	 small 	 87 	" 12,646 "	" 37,062 "	 -   	" 27,305 "	 19 	 16 	 8 	 6 	 6 	 55 	 36 	" 1,987 "								
OK	BLAINE	OKEENE	 small 	" 1,609 "	" 16,060 "	" 48,495 "	 2 	" 27,925 "	 18 	 20 	 7 	 4 	 5 	 55 	 796 	" 43,926 "								
